product_name,current_price,normal_price,product_url
Celular Redmi Note 14 Pro Midnight Black 8G RAM 256G,869900.0,1765900.0,https://www.falabella.com.co/falabella-co/product/140757299/Celular-Xiaomi-Redmi-Note-14-Pro-Midnight-Black-8G-RAM-256G
Celular Redmi Note 14 Pro Ocean Blue 8G RAM 256G,869900.0,1765900.0,https://www.falabella.com.co/falabella-co/product/140757024/Celular-Xiaomi-Redmi-Note-14-Pro-Ocean-Blue-8G-RAM-256G
Celular Galaxy A56 5G IA 256GB 12GB RAM Rosado,1629900.0,2000000.0,https://www.falabella.com.co/falabella-co/product/142238633/Celular-Samsung-Galaxy-A56-5G-IA-256GB-12GB-RAM-Rosado
Celular G75 5G | 256GB | 8GB RAM,849900.0,1599900.0,https://www.falabella.com.co/falabella-co/product/73193874/Celular-Motorola-G75-5G-256GB-8GB-RAM
Celular edge 60 fusion 5G | 256GB | 8GB RAM,1299900.0,2299900.0,https://www.falabella.com.co/falabella-co/product/73304155/Celular-motorola-edge-60-fusion-5G-256GB-8GB-RAM-
Celular G15 5G | 256GB | 4GB RAM,479900.0,999900.0,https://www.falabella.com.co/falabella-co/product/73193879/Celular-Motorola-G15-5G-256GB-4GB-RAM
Celular Note 50s 5G | 256GB | 8GB RAM,979900.0,2199900.0,https://www.falabella.com.co/falabella-co/product/73300589/Celular-Infinix-Note-50s-5G-256GB-8GB-RAM
Celular Galaxy S24 Ultra 512GB 12RAM 5G Negro Titanio,3849900.0,5949900.0,https://www.falabella.com.co/falabella-co/product/128302097/Celular-Samsung-Galaxy-S24-Ultra-512GB-12RAM-5G-Negro-Titanio
Celular Galaxy S25 5G | 512GB |12GB RAM | Incluye Gratis Galaxy A06,4299900.0,5549900.0,https://www.falabella.com.co/falabella-co/product/73293621/Celular-Samsung-Galaxy-S25-5G-512GB-12GB-RAM-Incluye-Gratis-Galaxy-A06
Celular Redmi 14C 256GB 4GB RAM Ampliable a 8GB Negro,439900.0,1000000.0,https://www.falabella.com.co/falabella-co/product/138508103/Celular-Xiaomi-Redmi-14C-256GB-4GB-RAM-Ampliable-a-8GB-Negro
Celular Galaxy A05 64GB - Negro,269900.0,399900.0,https://www.falabella.com.co/falabella-co/product/126595746/Celular-Samsung-Galaxy-A05-64GB-Negro
"Celular Redmi 14C 256GB | 4GB RAM | Cámara posterior 50MP + QVGA | Cámara Frontal 13MP | Pantalla 6,8"" pulgadas + Procesador MediaTek Helio G81-Ultra",489900.0,999900.0,"https://www.falabella.com.co/falabella-co/product/73210821/Celular-Xiaomi-Redmi-14C-256GB-4GB-RAM-Camara-posterior-50MP-+-QVGA-Camara-Frontal-13MP-Pantalla-6,8-pulgadas-+-Procesador-MediaTek-Helio-G81-Ultra"
Celular G55 5G | 256GB |8GB RAM,749900.0,1399900.0,https://www.falabella.com.co/falabella-co/product/73193877/Celular-Motorola-G55-5G-256GB-8GB-RAM
Celular Galaxy S25 ULTRA 5G 512GB 12GB RAM Gris Titanio,4549900.0,8000000.0,https://www.falabella.com.co/falabella-co/product/140465677/Celular-Samsung-Galaxy-S25-ULTRA-5G-512GB-12GB-RAM-Gris-Titanio
Celular Galaxy A05 64GB - Silver,269900.0,399900.0,https://www.falabella.com.co/falabella-co/product/126595823/Celular-Samsung-Galaxy-A05-64GB-Silver
Celular Galaxy A16 256GB 8GB RAM Negro,689900.0,1299900.0,https://www.falabella.com.co/falabella-co/product/141038246/Celular-Samsung-Galaxy-A16-256GB-8GB-RAM-Negro
Celular Galaxy A56 5G IA 256GB 12GB RAM Negro,1629900.0,2000000.0,https://www.falabella.com.co/falabella-co/product/142224190/Celular-Samsung-Galaxy-A56-5G-IA-256GB-12GB-RAM-Negro
Celular Redmi Note 14 PRO 5G 512GB 12GB RAM Negro,1389900.0,2000000.0,https://www.falabella.com.co/falabella-co/product/140121480/Celular-Xiaomi-Redmi-Note-14-PRO-5G-512GB-12GB-RAM-Negro
Celular Galaxy A06 128GB - Verde,359900.0,459900.0,https://www.falabella.com.co/falabella-co/product/140735651/Celular-Samsung-Galaxy-A06-128GB-Verde
Celular moto g56 4G | 256GB | 8GB RAM,829900.0,1599900.0,https://www.falabella.com.co/falabella-co/product/73329917/Celular-moto-g56-4G-256GB-8GB-RAM
Celular Redmi Note 14 PRO PLUS 5G 256GB 8GB RAM Negro,1389900.0,2000000.0,https://www.falabella.com.co/falabella-co/product/140121831/Celular-Xiaomi-Redmi-Note-14-PRO-PLUS-5G-256GB-8GB-RAM-Negro
Celular Redmi Note 14 Pro 5G 256Gb / 8Ram / 200mp Negro,1099900.0,1699900.0,https://www.falabella.com.co/falabella-co/product/139969749/Celular-Xiaomi-Redmi-Note-14-Pro-5G-256Gb-8Ram-200mp-Negro
Celular Redmi 14C 256GB 8GB Ram Azul,469900.0,799900.0,https://www.falabella.com.co/falabella-co/product/136739224/Celular-Xiaomi-Redmi-14C-256GB-8GB-Ram-Azul
Celular Galaxy M55 5G RAM 8GB 256GB Verde,869900.0,1697900.0,https://www.falabella.com.co/falabella-co/product/144834662/Celular-Samsung-Galaxy-M55-5G-RAM-8GB-256GB-Verde
Celular Redmi Note 14 PRO 5G 512GB 12GB RAM Púrpura,1389900.0,2000000.0,https://www.falabella.com.co/falabella-co/product/140121577/Celular-Xiaomi-Redmi-Note-14-PRO-5G-512GB-12GB-RAM-Purpura
Blade A55 Dual Sim 128gb 4gb Ram Negro,279900.0,600000.0,https://www.falabella.com.co/falabella-co/product/142614015/Zte-Blade-A55-Dual-Sim-128gb-4gb-Ram-Negro
Celular Redmi 14C 256GB 8GB Ram Azul,469900.0,799900.0,https://www.falabella.com.co/falabella-co/product/136739224/Celular-Xiaomi-Redmi-14C-256GB-8GB-Ram-Azul
