product_name,current_price,normal_price,product_url
SAMSUNG,4.0999002642999e+22,,https://www.falabella.com.coURL no disponible
XIAOMI,8.699005190990017e+20,,https://www.falabella.com.coURL no disponible
MOTOROLA,8.799006289990023e+20,,https://www.falabella.com.coURL no disponible
APPLE,3.999900405900046e+20,,https://www.falabella.com.coURL no disponible
SAMSUNG,1094900451999900.0,,https://www.falabella.com.coURL no disponible
MOTOROLA,9.399006299990025e+20,,https://www.falabella.com.coURL no disponible
XIAOMI,7.49901E+11,,https://www.falabella.com.coURL no disponible
XIAOMI,7.49901E+11,,https://www.falabella.com.coURL no disponible
XIAOMI,1.3499003213999002e+22,,https://www.falabella.com.coURL no disponible
SAMSUNG,3899900204879900.0,,https://www.falabella.com.coURL no disponible
SAMSUNG,3.849900523949901e+22,,https://www.falabella.com.coURL no disponible
SAMSUNG,4.3999002145999005e+22,,https://www.falabella.com.coURL no disponible
SAMSUNG,3.29900533399007e+19,,https://www.falabella.com.coURL no disponible
APPLE,2.3999003125699005e+22,,https://www.falabella.com.coURL no disponible
SAMSUNG,3.6499004837599006e+22,,https://www.falabella.com.coURL no disponible
SAMSUNG,3.849900523949901e+22,,https://www.falabella.com.coURL no disponible
APPLE,2.7999002229990006e+22,,https://www.falabella.com.coURL no disponible
XIAOMI,5.699006258990015e+20,,https://www.falabella.com.coURL no disponible
XIAOMI,8.699005190990017e+20,,https://www.falabella.com.coURL no disponible
SAMSUNG,2.1999002722499903e+22,,https://www.falabella.com.coURL no disponible
SAMSUNG,1.5999003416599003e+22,,https://www.falabella.com.coURL no disponible
SAMSUNG,7.99900238299001e+20,,https://www.falabella.com.coURL no disponible
XIAOMI,4.89900515079901e+20,,https://www.falabella.com.coURL no disponible
XIAOMI,6.69900366859001e+20,,https://www.falabella.com.coURL no disponible
XIAOMI,5.199005653990012e+20,,https://www.falabella.com.coURL no disponible
OPPO,8.69900578899002e+20,,https://www.falabella.com.coURL no disponible
XIAOMI,4.7999E+13,,https://www.falabella.com.coURL no disponible
SAMSUNG,1.7999002518499002e+22,,https://www.falabella.com.coURL no disponible
XIAOMI,4.69900414899008e+19,,https://www.falabella.com.coURL no disponible
SAMSUNG,2.69900332751214e+19,,https://www.falabella.com.coURL no disponible
XIAOMI,8.699005190990017e+20,,https://www.falabella.com.coURL no disponible
SAMSUNG,1.6299001916879001e+22,,https://www.falabella.com.coURL no disponible
MOTOROLA,849900471599900.0,,https://www.falabella.com.coURL no disponible
MOTOROLA,1.0949005212999003e+22,,https://www.falabella.com.coURL no disponible
MOTOROLA,4.79901E+13,,https://www.falabella.com.coURL no disponible
INFINIX,8.999005997990022e+20,,https://www.falabella.com.coURL no disponible
SAMSUNG,3.849900353968901e+22,,https://www.falabella.com.coURL no disponible
SAMSUNG,4.0999002642999e+22,,https://www.falabella.com.coURL no disponible
XIAOMI,4.39900564569001e+20,,https://www.falabella.com.coURL no disponible
SAMSUNG,2.69900332751214e+19,,https://www.falabella.com.coURL no disponible
XIAOMI,4.89901E+13,,https://www.falabella.com.coURL no disponible
MOTOROLA,749900461399900.0,,https://www.falabella.com.coURL no disponible
SAMSUNG,4.549900434699901e+22,,https://www.falabella.com.coURL no disponible
SAMSUNG,2.69900332751214e+19,,https://www.falabella.com.coURL no disponible
SAMSUNG,6.899004771990013e+20,,https://www.falabella.com.coURL no disponible
SAMSUNG,1.6299001916879001e+22,,https://www.falabella.com.coURL no disponible
XIAOMI,1.3899003114399002e+22,,https://www.falabella.com.coURL no disponible
SAMSUNG,3.599002236690046e+19,,https://www.falabella.com.coURL no disponible
MOTOROLA,7.799005182990016e+20,,https://www.falabella.com.coURL no disponible
XIAOMI,1.3899003114349901e+22,,https://www.falabella.com.coURL no disponible
XIAOMI,1.0999003511349001e+22,,https://www.falabella.com.coURL no disponible
XIAOMI,4.69900414899008e+19,,https://www.falabella.com.coURL no disponible
SAMSUNG,8.699004989790017e+20,,https://www.falabella.com.coURL no disponible
XIAOMI,1.3899003114399002e+22,,https://www.falabella.com.coURL no disponible
SAMSUNG,3.599002236690046e+19,,https://www.falabella.com.coURL no disponible
XIAOMI,6.699002168590085e+19,,https://www.falabella.com.coURL no disponible
SAMSUNG,2.69900332751214e+19,,https://www.falabella.com.coURL no disponible
SAMSUNG,3.599002236690046e+19,,https://www.falabella.com.coURL no disponible
MOTOROLA,4.599002347490059e+19,,https://www.falabella.com.coURL no disponible
SAMSUNG,1.6299001916879001e+22,,https://www.falabella.com.coURL no disponible
SAMSUNG,3.69900383869006e+19,,https://www.falabella.com.coURL no disponible
XIAOMI,4.999003450990076e+19,,https://www.falabella.com.coURL no disponible
